Breakdown,ttm,3/31/2019
Total Revenue,12102244,12470205
Cost of Revenue,9374787,9399015
Gross Profit,2727456,3071189
Total Operating Expenses,1992074,2094470
Operating Income or Loss,735382,976719
Income Before Tax,842631,955632
Income Tax Expense,542594,418663
Income from Continuing Operations,300037,536969
Net Income,300004,537050
Net Income available to common shareholders,300004,537050
Basic EPS,-,82.83
Diluted EPS,-,82.83
Basic Average Shares,-,6483
Diluted Average Shares,-,6483
