Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2016240,1778327,1665859,1548955
Liabilities,,,,
Total Liabilities,882987,804655,808515,732045
Stockholders' Equity,,,,
Common Stock,2170,2170,2170,2170
Retained Earnings,2377558,2231417,2140853,2065911
Accumulated other comprehensive income,-116868,-130284,-156059,-121381
Total stockholders' equity,1133253,973672,857344,816910
Total liabilities and stockholders' equity,2016240,1778327,1665859,1548955
