Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-4288,-2675,-167.917,-161.72,-35.81
Purchases of investments,-,-,-218.86,-,-
Net cash used for investing activites,-4253,-2675,-386.777,-161.72,-35.81
Common stock issued,-,1645,-,-,-
Common stock repurchased,-,-,-677.084,-,-
Net cash used privided by (used for) financing activities,-,1645,-677.084,-,-
Net change in cash,-1050,-768.863,213.109,-184.672,587.972
Cash at beginning of period,1355,1121,908.287,1196,608.223
Cash at end of period,304.964,352.533,1121,908.287,1196
Capital Expenditure,-4288,-2675,-167.917,-161.72,-35.81
Free Cash Flow,-3678,-2413,1109,-184.672,587.972
