Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1781010,1690115,1493424,1496193
Liabilities,,,,
Total Liabilities,1540769,1473386,1310069,1322009
Stockholders' Equity,,,,
Common Stock,133795,133248,110445,109911
Retained Earnings,102743,87333,74983,66195
Accumulated other comprehensive income,3703,-3852,-2073,-1922
Total stockholders' equity,240241,216729,183355,174184
Total liabilities and stockholders' equity,1781010,1690115,1493424,1496193
