Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,1464000,1630000,1671000,1253000
Depreciation & amortization,-,656000,613000,645000
Change in working capital,-,142000,-19000,-140000
Inventory,-,85000,-45000,-100000
Other working capital,-,857000,2116000,1449000
Other non-cash items,-,25000,94000,158000
Net cash provided by operating activites,-,2167000,2571000,2082000
Investments in property plant and equipment,-,-1310000,-455000,-633000
Purchases of investments,-,-1200000,-1000,-1000
Sales/Maturities of investments,-,1200000,39000,-
Other investing activites,-,-238000,-270000,-151000
Net cash used for investing activites,-,-1498000,-687000,-769000
Net change in cash,-,9000,727000,289000
Cash at beginning of period,-,6121000,6010000,5720000
Cash at end of period,-,6614000,6738000,6010000
Operating Cash Flow,-,2167000,2571000,2082000
Capital Expenditure,-,-1310000,-455000,-633000
Free Cash Flow,-,857000,2116000,1449000
