Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,33446000,35962000,29614000,26247000
Depreciation & amortization,-,52226000,52565000,53309000
Change in working capital,-,-6476000,-3170000,-2156000
Inventory,-,4582000,-5416000,285000
Other working capital,-,28845000,34402000,31468000
Other non-cash items,-,18609000,11520000,684000
Net cash provided by operating activites,-,102319000,88798000,84816000
Investments in property plant and equipment,-,-73474000,-54396000,-53348000
Purchases of investments,-,-1843000,-2846000,-591000
Sales/Maturities of investments,-,1576000,355000,529000
Other investing activites,-,8706000,5098000,9403000
Net cash used for investing activites,-,-64148000,-50796000,-41343000
Net change in cash,-,-611000,858000,-4135000
Cash at beginning of period,-,52763000,51914000,55637000
Cash at end of period,-,52089000,52763000,51914000
Operating Cash Flow,-,102319000,88798000,84816000
Capital Expenditure,-,-73474000,-54396000,-53348000
Free Cash Flow,-,28845000,34402000,31468000
