Breakdown,ttm,11/30/2019,11/30/2018,11/30/2017,11/30/2016
Net Income,22956548,22956548,23762212,21605025,18437660
Depreciation & amortization,8183590,8183590,8211070,8100856,7581772
Change in working capital,-158084,-158084,-1221067,1044978,1460403
Other working capital,-14219563,-14219563,-2421881,-12519418,-42731696
Other non-cash items,-74232,-74232,-129968,45671,97283
Net cash provided by operating activites,28074558,28074558,27566981,29502605,26005886
Investments in property plant and equipment,-42294121,-42294121,-29988862,-42022023,-68737582
Purchases of investments,-525003,-525003,-1962126,-936638,-2358132
Sales/Maturities of investments,2423807,2423807,3782964,2438918,3515675
Other investing activites,35452,35452,25626,49185,-11911
Net cash used for investing activites,-29517491,-29517491,-4903959,-24013435,-49998617
Net change in cash,822344,822344,-12674327,-2354354,6494540
Cash at beginning of period,118272233,118272233,111992374,126174900,120572253
Cash at end of period,119094577,119094577,99318046,123820546,127066794
Operating Cash Flow,28074558,28074558,27566981,29502605,26005886
Capital Expenditure,-42294121,-42294121,-29988862,-42022023,-68737582
Free Cash Flow,-14219563,-14219563,-2421881,-12519418,-42731696
