Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3209000,3481000,3080000,3679000
Depreciation & amortization,-,1755000,1862000,1783000
Change in working capital,-,-27646000,10270000,19241000
Other working capital,-,-35620000,7623000,15220000
Other non-cash items,-,-18944000,-19610000,-19768000
Net cash provided by operating activites,-,-34533000,8848000,15893000
Investments in property plant and equipment,-,-1087000,-1225000,-673000
Purchases of investments,-,-101727000,-85250000,-100853000
Sales/Maturities of investments,-,158910000,110565000,100401000
Other investing activites,-,-,1000,2000
Net cash used for investing activites,-,56226000,24373000,-816000
Net change in cash,-,19813000,20938000,12186000
Cash at beginning of period,-,66831000,45893000,33706000
Cash at end of period,-,86644000,66831000,45893000
Operating Cash Flow,-,-34533000,8848000,15893000
Capital Expenditure,-,-1087000,-1225000,-673000
Free Cash Flow,-,-35620000,7623000,15220000
