Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1128526,952110,805753,740611
Liabilities,,,,
Total Liabilities,1004353,842954,740042,680714
Stockholders' Equity,,,,
Common Stock,86983,86431,52521,52215
Retained Earnings,37222,24021,14134,8698
Accumulated other comprehensive income,-32,-1296,-944,-1016
Total stockholders' equity,124173,109156,65711,59897
Total liabilities and stockholders' equity,1128526,952110,805753,740611
