Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017
Total Revenue,19022,19022,21566,6736
Income Before Tax,13117,13117,17075,3432
Income Tax Expense,4555,4555,4314,385
Income from Continuing Operations,8562,8562,12761,3047
Net Income,8562,8562,12761,3047
Net Income available to common shareholders,8562,8562,12761,3047
Basic EPS,-,-,0.04,0.01
Diluted EPS,-,-,0.04,0.01
Basic Average Shares,-,-,313509,289677
Diluted Average Shares,-,-,313509,289677
