Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,39693375000,38790449000,37464593000
Liabilities,,,
Total Liabilities,38032910000,37163844000,35838751000
Stockholders' Equity,,,
Common Stock,690998000,690998000,690998000
Retained Earnings,595294000,571563000,546678000
Total stockholders' equity,1648639000,1615648000,1615437000
Total liabilities and stockholders' equity,39693375000,38790449000,37464593000
