Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16720000,14768000,14545000,13468000
Depreciation & amortization,-,9712000,9461000,9351000
Change in working capital,-,1047000,1309000,577000
Other working capital,-,7138000,4942000,504000
Other non-cash items,-,365000,-131000,545000
Net cash provided by operating activites,-,25337000,24309000,22757000
Investments in property plant and equipment,-,-18199000,-19367000,-22253000
Acquisitions net,-,-1210000,-1113000,-154000
Purchases of investments,-,-1086000,-1485000,-1831000
Sales/Maturities of investments,-,220000,1050000,2287000
Other investing activites,-,3011000,-2882000,169000
Net cash used for investing activites,-,-16892000,-22884000,-20984000
Net change in cash,-,-3071000,-6936000,8540000
Cash at beginning of period,-,28302000,35027000,26487000
Cash at end of period,-,25231000,28302000,35027000
Operating Cash Flow,-,25337000,24309000,22757000
Capital Expenditure,-,-18199000,-19367000,-22253000
Free Cash Flow,-,7138000,4942000,504000
