Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2608000,2285000,2319000,2115000
Depreciation & amortization,-,4074000,4087000,3993000
Change in working capital,-,-1265000,-1662000,-140000
Inventory,-,-332000,-1206000,-610000
Other working capital,-,-2685000,-2270000,1500000
Other non-cash items,-,948000,761000,659000
Net cash provided by operating activites,-,6118000,5082000,6614000
Investments in property plant and equipment,-,-8803000,-7352000,-5114000
Purchases of investments,-,-188000,-193000,-155000
Sales/Maturities of investments,-,1324000,507000,1100000
Other investing activites,-,269000,60000,376000
Net cash used for investing activites,-,-7314000,-6857000,-3790000
Net change in cash,-,-406000,-597000,2885000
Cash at beginning of period,-,8172000,8769000,5884000
Cash at end of period,-,7765000,8172000,8769000
Operating Cash Flow,-,6118000,5082000,6614000
Capital Expenditure,-,-8803000,-7352000,-5114000
Free Cash Flow,-,-2685000,-2270000,1500000
