Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5620319,5240404,5085362,4816309
Liabilities,,,,
Total Liabilities,4856075,4550470,4452938,4211903
Stockholders' Equity,,,,
Common Stock,4907,4900,4902,4906
Retained Earnings,614171,545013,487700,460621
Accumulated other comprehensive income,3098,-997,416,687
Total stockholders' equity,764244,689934,632424,604406
Total liabilities and stockholders' equity,5620319,5240404,5085362,4816309
