Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1100238,917361,1051444,994959
Liabilities,,,,
Total Liabilities,115115,115179,115078,115019
Stockholders' Equity,,,,
Common Stock,16719,16719,16719,16719
Total stockholders' equity,985123,802182,936366,879940
Total liabilities and stockholders' equity,1100238,917361,1051444,994959
