Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,57209,80878,48754,48128,44762
Income Before Tax,56458,80184,47096,47005,43550
Income Tax Expense,3354,5484,2086,1357,1298
Income from Continuing Operations,53104,74700,45010,45648,42252
Net Income,53104,74700,45010,45648,42252
Net Income available to common shareholders,53104,74700,45010,45648,42252
Basic EPS,-,0.10,0.07,0.08,0.07
Diluted EPS,-,0.10,0.07,0.08,0.07
Basic Average Shares,-,728234,622799,603600,575336
Diluted Average Shares,-,728234,622799,603600,575336
