Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,178203,178203,144181,123409,98116
Interest Expense,24047,24047,12827,6482,4292
Income Before Tax,63266,63266,48505,41726,33780
Income Tax Expense,15323,15323,11905,15042,11940
Income from Continuing Operations,47943,47943,36600,26684,21840
Net Income,47943,47943,36600,26684,21840
Net Income available to common shareholders,47943,47943,36600,26684,21015
Basic EPS,-,-,2.53,2.13,2.07
Diluted EPS,-,-,2.52,2.13,2.05
Basic Average Shares,-,-,14487,12532,10551
Diluted Average Shares,-,-,14501,12537,10654
