Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,93507,93507,71605,64260,57576
Interest Expense,19317,19317,10228,4933,4163
Income Before Tax,28130,28130,28570,20579,16103
Income Tax Expense,5413,5413,4223,6494,5604
Income from Continuing Operations,22717,22717,24347,14085,10499
Net Income,22717,22717,24347,14085,10499
Net Income available to common shareholders,22644,22644,24347,14085,10499
Basic EPS,-,-,6.58,4.55,3.63
Diluted EPS,-,-,6.29,4.28,3.51
Basic Average Shares,-,-,3700,3096,2892
Diluted Average Shares,-,-,3871,3291,2991
