Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,1397779,1281072,944579,507336
Liabilities,,,,
Total Liabilities,1173694,1047082,721191,269973
Stockholders' Equity,,,,
Common Stock,264750,264750,245000,245000
Retained Earnings,-40665,-30760,-21612,-7637
Total stockholders' equity,224085,233990,223388,237363
Total liabilities and stockholders' equity,1397779,1281072,944579,507336
