Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Net Income,5400000,5386000,6125000,5995000,5763000
Depreciation & amortization,779000,781000,741000,670000,749000
Change in working capital,253000,696000,-44000,-295000,-2021000
Inventory,-589000,704000,62000,779000,-455000
Other working capital,6884000,6397000,6027000,6104000,3603000
Other non-cash items,207000,-240000,132000,267000,311000
Net cash provided by operating activites,7872000,7212000,6846000,6498000,4076000
Investments in property plant and equipment,-988000,-815000,-819000,-394000,-473000
Acquisitions net,-873000,-1601000,-758000,-512000,-1048000
Purchases of investments,-826000,-690000,-250000,-1257000,0
Sales/Maturities of investments,-,20000,151000,-,78000
Other investing activites,-148000,-1011000,-982000,98000,38000
Net cash used for investing activites,-1761000,-3136000,-2533000,-1940000,-1292000
Net change in cash,3401000,1380000,1998000,2660000,85000
Cash at beginning of period,20371000,19891000,17892000,15232000,15039000
Cash at end of period,23808000,21271000,19891000,17892000,15232000
Operating Cash Flow,7872000,7212000,6846000,6498000,4076000
Capital Expenditure,-988000,-815000,-819000,-394000,-473000
Free Cash Flow,6884000,6397000,6027000,6104000,3603000
