Breakdown,ttm,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Net Income,6571609,6571609,6373659,5657450,4946510
Depreciation & amortization,2012250,2012250,1897909,1607458,1280594
Change in working capital,21806771,21806771,1828380,-231348,1400940
Other working capital,19439320,19439320,349155,-40713315,-61288103
Other non-cash items,955253,955253,1039547,860999,759476
Net cash provided by operating activites,30410701,30410701,10285094,7217917,7805462
Investments in property plant and equipment,-10971381,-10971381,-9935939,-47931232,-69093565
Purchases of investments,-3407064,-3407064,-814880,-1047463,-631060
Sales/Maturities of investments,2241971,2241971,1111707,2873965,4264767
Other investing activites,-,-,-,1820317,2499
Net cash used for investing activites,-12007851,-12007851,-9639110,-46104730,-65457359
Net change in cash,11916811,11916811,2550969,3622549,5079298
Cash at beginning of period,38850980,38850980,35970676,27526204,19405412
Cash at end of period,50767792,50767792,38521647,31148754,24484711
Operating Cash Flow,30410701,30410701,10285094,7217917,7805462
Capital Expenditure,-10971381,-10971381,-9935939,-47931232,-69093565
Free Cash Flow,19439320,19439320,349155,-40713315,-61288103
