Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1719859,2055019,2280774,1818476
Depreciation & amortization,-,1685563,1369895,1282062
Change in working capital,-,-219264,-1055944,-666912
Inventory,-,-981943,-500984,-352961
Other working capital,-,-676375,760040,1299985
Other non-cash items,-,3270,47610,102093
Net cash provided by operating activites,-,3521889,2701604,2514230
Investments in property plant and equipment,-,-4198264,-1941564,-1214245
Purchases of investments,-,-272019,-,-
Sales/Maturities of investments,-,261949,-,-
Other investing activites,-,-34025,9230,-9943
Net cash used for investing activites,-,-4241989,-1931538,-1224147
Net change in cash,-,342085,801326,-51808
Cash at beginning of period,-,6828707,6027381,6058363
Cash at end of period,-,7170792,6828707,6027381
Operating Cash Flow,-,3521889,2701604,2514230
Capital Expenditure,-,-4198264,-1941564,-1214245
Free Cash Flow,-,-676375,760040,1299985
