Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-177693,-183335,-460410,-488814
Depreciation & amortization,-,21481,12876,6287
Change in working capital,-,-51439,-81635,950
Inventory,-,18526,-79946,-29605
Other working capital,-,-216779,-549205,-525646
Other non-cash items,-,31873,7539,-10046
Net cash provided by operating activites,-,-176941,-517401,-487754
Investments in property plant and equipment,-,-39838,-31804,-37892
Other investing activites,-,-18225,139769,606081
Net cash used for investing activites,-,-58063,107965,568189
Net change in cash,-,2396682,1910827,80434
Cash at beginning of period,-,2068909,158081,77646
Cash at end of period,-,4465591,2068909,158081
Operating Cash Flow,-,-176941,-517401,-487754
Capital Expenditure,-,-39838,-31804,-37892
Free Cash Flow,-,-216779,-549205,-525646
