Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,854570,769978,523674,620897
Depreciation & amortization,-,759275,705178,435264
Change in working capital,-,286565,-79612,-158474
Inventory,-,154886,-44188,-656462
Other working capital,-,1099958,-168229,-2952528
Other non-cash items,-,33002,1206,7556
Net cash provided by operating activites,-,2192464,1209582,903661
Investments in property plant and equipment,-,-1092506,-1377811,-3856189
Acquisitions net,-,-,-362947,-
Purchases of investments,-,-4999,-4102,-4080
Sales/Maturities of investments,-,-,7840,-
Other investing activites,-,-1,-3458,-354
Net cash used for investing activites,-,-850636,-1738329,-3856111
Net change in cash,-,475826,1066731,926408
Cash at beginning of period,-,3500873,2434142,1507733
Cash at end of period,-,3976700,3500873,2434142
Operating Cash Flow,-,2192464,1209582,903661
Capital Expenditure,-,-1092506,-1377811,-3856189
Free Cash Flow,-,1099958,-168229,-2952528
