Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1105551,316862,-59438,188744
Depreciation & amortization,-,437550,378888,422877
Change in working capital,-,-258884,-12221,378296
Inventory,-,10116,-49134,-213490
Other working capital,-,423685,-335412,548415
Other non-cash items,-,162371,-81457,26859
Net cash provided by operating activites,-,822460,275904,833670
Investments in property plant and equipment,-,-398775,-611316,-285255
Acquisitions net,-,-,-,-296674
Purchases of investments,-,-10013,-10012,-93523
Sales/Maturities of investments,-,59359,11613,225706
Other investing activites,-,141936,-48068,45278
Net cash used for investing activites,-,-5845,-651753,-363923
Net change in cash,-,405977,-682014,-461982
Cash at beginning of period,-,1813965,2495980,3067697
Cash at end of period,-,2216608,1813965,2495980
Operating Cash Flow,-,822460,275904,833670
Capital Expenditure,-,-398775,-611316,-285255
Free Cash Flow,-,423685,-335412,548415
