Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,723870,638923,585474,595565
Liabilities,,,,
Total Liabilities,641409,557248,501505,511593
Stockholders' Equity,,,,
Common Stock,36,39,39,40
Retained Earnings,35356,38885,39051,37095
Accumulated other comprehensive income,565,-3108,-367,2189
Total stockholders' equity,82461,81675,83969,83972
Total liabilities and stockholders' equity,723870,638923,585474,595565
