Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2255841,1415491,1094959,1049416
Depreciation & amortization,-,460891,453657,444846
Change in working capital,-,51010,-1515879,1002460
Inventory,-,-16295,-139349,372020
Other working capital,-,1242575,-197756,2575317
Other non-cash items,-,33301,-17323,-153133
Net cash provided by operating activites,-,1748182,-59647,2697614
Investments in property plant and equipment,-,-505607,-138109,-122297
Purchases of investments,-,-801890,-,-50000
Sales/Maturities of investments,-,45602,3000,-
Other investing activites,-,10729,21261,-1
Net cash used for investing activites,-,-746807,-113848,-72298
Net change in cash,-,645307,-255494,3806191
Cash at beginning of period,-,6547511,6803006,2996814
Cash at end of period,-,7192818,6547511,6803006
Operating Cash Flow,-,1748182,-59647,2697614
Capital Expenditure,-,-505607,-138109,-122297
Free Cash Flow,-,1242575,-197756,2575317
