Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-,-,-1380,-614.8115,-1142
Other investing activites,-142.7348,-142.7348,-820.9124,-15.3654,145.1078
Net cash used for investing activites,1326,1326,-2200,-614.8115,-996.5285
Common stock issued,-,-,886.6549,-,554.5246
Common stock repurchased,-,-,-5.9932,-,-27.9104
Net cash used privided by (used for) financing activities,-,-,3227,-,526.6142
Net change in cash,886.4473,886.4473,291.1122,-568.7167,-1217
Cash at beginning of period,1505,1505,1166,1599,2943
Cash at end of period,2383,2383,1494,1055,1723
Capital Expenditure,-,-,-1380,-614.8115,-1142
Free Cash Flow,-439.5732,-439.5732,-2116,-568.7167,-1888
