Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5578000,-603000,13044000,9444000
Depreciation & amortization,-,15823000,15666000,14939000
Change in working capital,-,-10175000,2644000,2916000
Inventory,-,-7098000,1895000,1247000
Other working capital,-,-16397000,1659000,9720000
Other non-cash items,-,14043000,5710000,-4087000
Net cash provided by operating activites,-,7838000,22353000,26872000
Investments in property plant and equipment,-,-24235000,-20694000,-17152000
Acquisitions net,-,-,-1979000,-
Sales/Maturities of investments,-,-,-,229000
Other investing activites,-,-517000,-508000,340000
Net cash used for investing activites,-,-24286000,-1174000,-14132000
Net change in cash,-,-3945000,-6543000,12065000
Cash at beginning of period,-,25857000,32179000,20101000
Cash at end of period,-,22167000,25857000,32179000
Operating Cash Flow,-,7838000,22353000,26872000
Capital Expenditure,-,-24235000,-20694000,-17152000
Free Cash Flow,-,-16397000,1659000,9720000
