Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Sales/Maturities of investments,-,-,-,-,116.601
Other investing activites,-,-600,-,-,-
Net cash used for investing activites,-,-600,-,-,24756
Common stock repurchased,-,-,-,-,-30199
Net cash used privided by (used for) financing activities,-,-,-,-,-30199
Net change in cash,2626,-1011,-300.573,46.946,-3147
Cash at beginning of period,1479,1620,1921,1874,5021
Cash at end of period,4105,609.175,1620,1921,1874
Free Cash Flow,-2387,-411.115,-300.573,46.946,2297
