Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Investments in property plant and equipment,-213.348,-213.348,-517.744,-773.858,-
Other investing activites,-,-,-,-,-552.8
Net cash used for investing activites,-213.348,-213.348,-517.744,-773.858,2460
Debt repayment,-111.83,-111.83,-,-231.68,-
Common stock issued,2468,2468,2748,3051,-
Common stock repurchased,-64.227,-64.227,-109.525,-244.197,-
Other financing activites,-,-,27.034,4.432,-
Net cash used privided by (used for) financing activities,2410,2410,2666,2591,200
Net change in cash,-581.361,-581.361,-744.122,-623.464,707.596
Cash at beginning of period,2207,2207,2947,3652,2849
Cash at end of period,1628,1628,2207,2947,3652
Capital Expenditure,-213.348,-213.348,-517.744,-773.858,-
Free Cash Flow,-2992,-2992,-3410,-3215,-1952
