Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,34185000,40267000,37763000,40978000
Depreciation & amortization,-,30906000,30151000,29445000
Change in working capital,-,-38803000,-1781000,-431000
Inventory,-,-26937000,-6933000,1557000
Other working capital,-,39017000,40867000,40100000
Other non-cash items,-,13563000,6001000,-5276000
Net cash provided by operating activites,-,54949000,53146000,58185000
Investments in property plant and equipment,-,-15932000,-12279000,-18085000
Acquisitions net,-,-,-,-130000
Purchases of investments,-,-639000,-2362000,-1549000
Sales/Maturities of investments,-,1600000,2741000,33251000
Other investing activites,-,-6789000,-3955000,-4684000
Net cash used for investing activites,-,-21448000,-14550000,9748000
Net change in cash,-,-4333000,-8664000,10940000
Cash at beginning of period,-,33329000,41886000,30838000
Cash at end of period,-,29134000,33329000,41886000
Operating Cash Flow,-,54949000,53146000,58185000
Capital Expenditure,-,-15932000,-12279000,-18085000
Free Cash Flow,-,39017000,40867000,40100000
