Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,457956,256690,9667,-394269
Depreciation & amortization,-,294307,300503,320157
Change in working capital,-,-361464,397400,75045
Inventory,-,-142105,1936,417582
Other working capital,-,59857,544241,10114
Other non-cash items,-,5239,4634,-3812
Net cash provided by operating activites,-,173091,717351,150531
Investments in property plant and equipment,-,-113234,-173110,-140417
Other investing activites,-,709,1442,1067
Net cash used for investing activites,-,-112449,-171668,-139259
Net change in cash,-,-147434,305980,41173
Cash at beginning of period,-,457164,151183,110009
Cash at end of period,-,309729,457164,151183
Operating Cash Flow,-,173091,717351,150531
Capital Expenditure,-,-113234,-173110,-140417
Free Cash Flow,-,59857,544241,10114
