Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017
Net Income,633689,550888,312312,209331
Depreciation & amortization,694666,611289,445729,284747
Change in working capital,-124788,-113505,-47797,-133439
Inventory,-89823,-130531,-7371,-42534
Other working capital,-337825,-40815,-513931,-279352
Other non-cash items,113898,169722,125347,83327
Net cash provided by operating activites,1358778,1345616,808563,544165
Investments in property plant and equipment,-1696603,-1386431,-1322494,-823517
Other investing activites,-5980,-3332,-6355,-13260
Net cash used for investing activites,-1704665,-1389763,-1328849,-836777
Net change in cash,-125789,-59460,344940,24782
Cash at beginning of period,1212190,1118034,773093,748311
Cash at end of period,1087988,1058574,1118034,773093
Operating Cash Flow,1358778,1345616,808563,544165
Capital Expenditure,-1696603,-1386431,-1322494,-823517
Free Cash Flow,-337825,-40815,-513931,-279352
