Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13095000,12280000,10363000,8163000
Depreciation & amortization,5813000,3678000,3649000,2825000
Stock based compensation,-,-,-,62000
Change in working capital,-1870000,294000,-5934000,-1608000
Inventory,-2151000,-590000,-1501000,-1176000
Other working capital,13539000,12851000,3645000,7589000
Other non-cash items,243000,-275000,966000,268000
Net cash provided by operating activites,17579000,17134000,9028000,10829000
Investments in property plant and equipment,-4040000,-4283000,-5383000,-3240000
Acquisitions net,-,-,-8902000,-149000
Purchases of investments,-16297000,-16799000,-18882000,-9203000
Sales/Maturities of investments,15844000,18539000,19643000,6716000
Other investing activites,2000,-9000,-346000,-446000
Net cash used for investing activites,-4491000,-2552000,-13870000,-1441000
Net change in cash,5983000,7558000,-4506000,7001000
Cash at beginning of period,26372000,26699000,31205000,23874000
Cash at end of period,32412000,34258000,26699000,31112000
Operating Cash Flow,17579000,17134000,9028000,10829000
Capital Expenditure,-4040000,-4283000,-5383000,-3240000
Free Cash Flow,13539000,12851000,3645000,7589000
