Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,640729,651286,610503,807326
Depreciation & amortization,-,12508,16027,23384
Change in working capital,-,258358,-72826,-75212
Inventory,-,22309,-18054,11255
Other working capital,-,908389,576500,573574
Other non-cash items,-,-6975,7830,-104169
Net cash provided by operating activites,-,914831,587506,586221
Investments in property plant and equipment,-,-6442,-11006,-12647
Sales/Maturities of investments,-,11857,-,-
Other investing activites,-,-113,-144,-77
Net cash used for investing activites,-,5302,-11150,-12724
Net change in cash,-,678821,332158,328330
Cash at beginning of period,-,6810945,6478787,6150456
Cash at end of period,-,7489767,6810945,6478787
Operating Cash Flow,-,914831,587506,586221
Capital Expenditure,-,-6442,-11006,-12647
Free Cash Flow,-,908389,576500,573574
