Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1708000,2771000,3033000,2724000
Depreciation & amortization,-,4913000,5493000,4408000
Change in working capital,-,1061000,1257000,-925000
Inventory,-,928000,-278000,-1011000
Other working capital,-,5758000,6217000,842000
Other non-cash items,-,-1878000,-1640000,-333000
Net cash provided by operating activites,-,7207000,8287000,5618000
Investments in property plant and equipment,-,-1449000,-2070000,-4776000
Purchases of investments,-,-1269000,-1956000,-4012000
Sales/Maturities of investments,-,1385000,2587000,3931000
Other investing activites,-,-130000,51000,-137000
Net cash used for investing activites,-,-1429000,-1334000,-4805000
Net change in cash,-,893000,2951000,-4687000
Cash at beginning of period,-,17652000,14701000,19388000
Cash at end of period,-,18545000,17652000,14701000
Operating Cash Flow,-,7207000,8287000,5618000
Capital Expenditure,-,-1449000,-2070000,-4776000
Free Cash Flow,-,5758000,6217000,842000
