Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,4626044000,4560693000,4507139000
Liabilities,,,
Total Liabilities,4386832000,4313652000,4273167000
Stockholders' Equity,,,
Common Stock,45743000,45743000,45743000
Retained Earnings,131563000,128901000,120667000
Total stockholders' equity,238894000,246756000,233742000
Total liabilities and stockholders' equity,4626044000,4560693000,4507139000
