Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3161702,2678262,2979269,3542695
Liabilities,,,,
Total Liabilities,282310,267073,279636,258558
Stockholders' Equity,,,,
Common Stock,8227,8342,8691,12319
Total stockholders' equity,2879392,2411189,2699633,3284137
Total liabilities and stockholders' equity,3161702,2678262,2979269,3542695
