Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,2444000,1321000,2501000,3293560
Depreciation & amortization,13430000,4196000,5348000,5275981
Change in working capital,363000,1524000,-488000,506581
Inventory,-17000,0,-48000,-8157
Other working capital,17467000,4586000,7033000,2588045
Other non-cash items,407000,269000,705000,649359
Net cash provided by operating activites,21175000,8364000,11887000,10054086
Investments in property plant and equipment,-3708000,-3778000,-4854000,-7466041
Acquisitions net,-20749000,-520000,-5000,-324450
Other investing activites,-790000,-595000,-912000,-1554218
Net cash used for investing activites,-25226000,-4886000,-5677000,-9266354
Net change in cash,7059000,582000,2906000,-5485417
Cash at beginning of period,11216000,12665000,9779000,15136900
Cash at end of period,18241000,13248000,12685000,9779482
Operating Cash Flow,21175000,8364000,11887000,10054086
Capital Expenditure,-3708000,-3778000,-4854000,-7466041
Free Cash Flow,17467000,4586000,7033000,2588045
