Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,394951,412300,381933,377935
Liabilities,,,,
Total Liabilities,49903,50647,39882,43724
Stockholders' Equity,,,,
Common Stock,206602,200911,197062,192939
Retained Earnings,16640,15664,13180,14200
Accumulated other comprehensive income,121806,145078,131809,127072
Total stockholders' equity,345048,361653,342051,334211
Total liabilities and stockholders' equity,394951,412300,381933,377935
