Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-200.78,-347.002,-263.886,-272.392,-430.773
Purchases of investments,-,250,-250,-,-
Net cash used for investing activites,-200.78,-97.002,-513.886,-272.392,-430.773
Debt repayment,-,-,-121,-155,-
Common stock issued,-,385,1755,570.549,450.148
Common stock repurchased,-,-,-97.795,-18.687,-15.817
Net cash used privided by (used for) financing activities,-,385,1657,796.862,814.331
Net change in cash,-28.927,-73.897,170.587,34.378,-310.907
Cash at beginning of period,46.527,229.273,58.686,24.308,335.215
Cash at end of period,17.6,155.376,229.273,58.686,24.308
Capital Expenditure,-200.78,-347.002,-263.886,-272.392,-430.773
Free Cash Flow,-573.912,-708.897,-1237,-762.484,-1125
