Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1198794,1263319,785105,502759
Depreciation & amortization,-,1742757,2085003,1914158
Change in working capital,-,-1529162,-333087,6019458
Inventory,-,466620,971547,2275199
Other working capital,-,-397567,547748,6963107
Other non-cash items,-,-5102,3419,-91142
Net cash provided by operating activites,-,1875839,2921586,9339079
Investments in property plant and equipment,-,-2273406,-2373838,-2375972
Purchases of investments,-,-1000000,-,-
Sales/Maturities of investments,-,1003336,15383,503514
Other investing activites,-,-94640,-55725,-41892
Net cash used for investing activites,-,-2364710,-2411461,-1696610
Net change in cash,-,-1080935,-229656,4703511
Cash at beginning of period,-,13832363,14062019,9358508
Cash at end of period,-,12751427,13832363,14062019
Operating Cash Flow,-,1875839,2921586,9339079
Capital Expenditure,-,-2273406,-2373838,-2375972
Free Cash Flow,-,-397567,547748,6963107
