Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,574488,531154,497688,496539
Depreciation & amortization,-,449033,433577,382448
Change in working capital,-,35807,34666,21394
Inventory,-,-7524,-7509,-10016
Other working capital,-,667148,667781,178122
Other non-cash items,-,15182,52285,18708
Net cash provided by operating activites,-,972732,1183498,784811
Investments in property plant and equipment,-,-305584,-515717,-606689
Purchases of investments,-,-38500,-,-
Other investing activites,-,-114326,-21853,-78748
Net cash used for investing activites,-,-458410,-537570,-685437
Net change in cash,-,238768,292202,-258763
Cash at beginning of period,-,1808689,1516487,1775250
Cash at end of period,-,2047458,1808689,1516487
Operating Cash Flow,-,972732,1183498,784811
Capital Expenditure,-,-305584,-515717,-606689
Free Cash Flow,-,667148,667781,178122
