Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,266182,291408,478880,451620
Depreciation & amortization,-,53097,40431,30649
Stock based compensation,-,7964,-,-
Change in working capital,-,21099,-15389,-61913
Inventory,-,-13033,1572,-1058
Other working capital,-,242416,367499,445786
Other non-cash items,-,-9955,-7045,10282
Net cash provided by operating activites,-,374707,404162,508234
Investments in property plant and equipment,-,-132291,-36663,-62448
Purchases of investments,-,-232050,-49001,-107140
Sales/Maturities of investments,-,202200,-,-
Other investing activites,-,5349,186,82788
Net cash used for investing activites,-,-144892,-63339,-27897
Net change in cash,-,32570,247956,373558
Cash at beginning of period,-,2034288,1786331,1412772
Cash at end of period,-,2112350,2034288,1786331
Operating Cash Flow,-,374707,404162,508234
Capital Expenditure,-,-132291,-36663,-62448
Free Cash Flow,-,242416,367499,445786
