Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2978519,3349988,3869959,3584991
Depreciation & amortization,-,961752,775500,758076
Change in working capital,-,601240,-3783036,-1100481
Inventory,-,-14153,-,-
Other working capital,-,2153106,-3975166,2332118
Other non-cash items,-,30493,25836,-77147
Net cash provided by operating activites,-,4638116,-585125,2944720
Investments in property plant and equipment,-,-2485010,-3390041,-612602
Acquisitions net,-,-17379,-,-
Purchases of investments,-,-14555,-1479,-1440
Sales/Maturities of investments,-,13006,835000,0
Other investing activites,-,907,2473,-12583
Net cash used for investing activites,-,-2385254,-2204343,-609144
Net change in cash,-,1539144,-3452079,1672676
Cash at beginning of period,-,6722568,10174648,8334281
Cash at end of period,-,8261713,6722568,10174648
Operating Cash Flow,-,4638116,-585125,2944720
Capital Expenditure,-,-2485010,-3390041,-612602
Free Cash Flow,-,2153106,-3975166,2332118
