Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,44984,50681,58195,66559,69390
Interest Expense,6034,6208,6412,6679,6975
Income Before Tax,7759,5920,5527,8816,12846
Income Tax Expense,2163,1503,3396,3609,5372
Income from Continuing Operations,5596,4417,2131,5207,7474
Net Income,5596,4417,2131,5207,7474
Net Income available to common shareholders,5596,4417,2131,5207,7474
Basic EPS,-,0.59,0.28,0.66,0.92
Diluted EPS,-,0.58,0.28,0.64,0.90
Basic Average Shares,-,7486,7542,7918,8348
Diluted Average Shares,-,7600,7700,8099,8542
