Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,860067,842346,513158,101098
Depreciation & amortization,-,22386,79373,176943
Change in working capital,-,-172346,-157087,177174
Inventory,-,-46566,4086,30595
Other working capital,-,1051834,714520,-68380
Other non-cash items,-,33782,79043,-22168
Net cash provided by operating activites,-,1052884,731293,26202
Investments in property plant and equipment,-,-1050,-16773,-94582
Acquisitions net,-,-,-20400,-
Sales/Maturities of investments,-,5586,5717,26432
Other investing activites,-,-6200,1,-19254
Net cash used for investing activites,-,-1664,-12567,-87404
Net change in cash,-,1060682,674903,-94429
Cash at beginning of period,-,3152938,2478034,2572464
Cash at end of period,-,4213620,3152938,2478034
Operating Cash Flow,-,1052884,731293,26202
Capital Expenditure,-,-1050,-16773,-94582
Free Cash Flow,-,1051834,714520,-68380
