Breakdown,ttm,5/31/2019,5/31/2018,5/31/2017,5/31/2016
Net Income,1070639,832071,802824,891186,977754
Depreciation & amortization,-,249898,242064,197263,166233
Change in working capital,-,-37750,5469782,-2473005,-1486892
Inventory,-,230780,5480790,-2705921,-1956111
Other working capital,-,1097093,6365365,-1365684,-29789
Other non-cash items,-,283312,288034,341717,330947
Net cash provided by operating activites,-,1097093,6365365,-1365684,-29789
Purchases of investments,-,-385469,-264787,-,-420140
Sales/Maturities of investments,-,350045,185238,112121,247418
Other investing activites,-,-5258985,-1297158,-645261,-1678892
Net cash used for investing activites,-,-5184509,-1326587,-692641,-1851177
Net change in cash,-,-159111,610529,481052,1590716
Cash at beginning of period,-,5203391,4592862,4111810,2521093
Cash at end of period,-,5044280,5203391,4592862,4111810
Operating Cash Flow,-,1097093,6365365,-1365684,-29789
Free Cash Flow,-,1097093,6365365,-1365684,-29789
