Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,57143877,56081043,56233333,57466833
Liabilities,,,,
Total Liabilities,45506709,44179654,44821795,43185462
Stockholders' Equity,,,,
Common Stock,10837853,11083876,11385897,11539525
Retained Earnings,2704824,2721734,2260256,4958541
Accumulated other comprehensive income,-1905510,-1931142,-2288462,-2285793
Total stockholders' equity,11637168,11874469,11357692,14212272
Total liabilities and stockholders' equity,57143877,56081043,56233333,57466833
