Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,313834000,309125000,266235000,175912000
Depreciation & amortization,-,137570000,112016000,93087000
Change in working capital,-,-55105000,-47157000,1125000
Inventory,-,-49109000,-13595000,10621000
Other working capital,-,172585000,169058000,154598000
Other non-cash items,-,26549000,-1635000,15880000
Net cash provided by operating activites,-,400687000,332776000,290872000
Investments in property plant and equipment,-,-228102000,-163718000,-136274000
Purchases of investments,-,-86393000,-102516000,-75614000
Sales/Maturities of investments,-,83094000,55586000,186434000
Other investing activites,-,49072000,-29836000,23487000
Net cash used for investing activites,-,-181553000,-237602000,1281000
Net change in cash,-,46678000,47119000,241369000
Cash at beginning of period,-,780449000,733306000,487604000
Cash at end of period,-,828345000,780449000,733306000
Operating Cash Flow,-,400687000,332776000,290872000
Capital Expenditure,-,-228102000,-163718000,-136274000
Free Cash Flow,-,172585000,169058000,154598000
