Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,57635,57635,54189,51883,49264
Interest Expense,15232,15232,13186,8007,5663
Income Before Tax,19937,19937,12382,11316,11032
Income Tax Expense,3823,3823,1668,7902,3750
Income from Continuing Operations,16114,16114,10714,3414,7282
Net Income,16114,16114,10714,3414,7282
Net Income available to common shareholders,16114,16114,10714,3414,7282
Basic EPS,-,-,1.71,0.55,1.15
Diluted EPS,-,-,1.71,0.55,1.15
Basic Average Shares,-,-,6260,6302,6344
Diluted Average Shares,-,-,6260,6307,6344
