Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,98562000,91536000,90062000,95622000
Liabilities,,,,
Total Liabilities,84332000,77678000,76450000,82474000
Stockholders' Equity,,,,
Common Stock,1696000,1696000,1697000,1696000
Retained Earnings,-,-,11421000,9572000
Total stockholders' equity,13735000,13858000,13612000,13148000
Total liabilities and stockholders' equity,98562000,91536000,90062000,95622000
