Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,872912,805337,745831,691381
Liabilities,,,,
Total Liabilities,801069,740846,687170,635102
Stockholders' Equity,,,,
Common Stock,9897,9888,9882,9874
Retained Earnings,64019,58911,57197,53086
Accumulated other comprehensive income,986,-1023,-5096,-3279
Total stockholders' equity,71843,64491,58661,56279
Total liabilities and stockholders' equity,872912,805337,745831,691381
