Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,36159000,36130000,43064000,43849000
Depreciation & amortization,-,4784000,3779000,4161000
Change in working capital,-,200022000,143880000,61513000
Other working capital,-,141492000,219664000,24680000
Other non-cash items,-,-70795000,-49343000,-114653000
Net cash provided by operating activites,-,147285000,227599000,33243000
Investments in property plant and equipment,-,-5793000,-7935000,-8563000
Purchases of investments,-,-706535000,-755069000,-835561000
Sales/Maturities of investments,-,656466000,551415000,815908000
Other investing activites,-,-,1000,-1000
Net cash used for investing activites,-,-55862000,-211578000,-28244000
Net change in cash,-,71712000,-5970000,-15705000
Cash at beginning of period,-,468031000,474001000,489707000
Cash at end of period,-,539743000,468031000,474001000
Operating Cash Flow,-,147285000,227599000,33243000
Capital Expenditure,-,-5793000,-7935000,-8563000
Free Cash Flow,-,141492000,219664000,24680000
