Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1872879,1470302,1308234,1018521
Depreciation & amortization,-,884392,944305,808368
Change in working capital,-,-179377,-176194,-358878
Inventory,-,-150026,54963,-66069
Other working capital,-,1630606,1033909,1196678
Other non-cash items,-,-359851,-521611,29126
Net cash provided by operating activites,-,1980715,1432169,1629057
Investments in property plant and equipment,-,-350109,-398260,-432379
Acquisitions net,-,-62470,-,-
Purchases of investments,-,-254772,0,-57620
Sales/Maturities of investments,-,-,39169,57401
Other investing activites,-,17027,-15754,-22346
Net cash used for investing activites,-,-650324,-171019,-454944
Net change in cash,-,5702928,638940,759856
Cash at beginning of period,-,6097684,5458743,4698887
Cash at end of period,-,11802853,6097684,5458743
Operating Cash Flow,-,1980715,1432169,1629057
Capital Expenditure,-,-350109,-398260,-432379
Free Cash Flow,-,1630606,1033909,1196678
