Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,861341,285361,1282693,821358
Depreciation & amortization,-,1562715,1660911,1710935
Change in working capital,-,-331291,-292803,690108
Inventory,-,19014,-34284,-4405
Other working capital,-,-854563,-155334,1866489
Other non-cash items,-,436761,-3153,-99691
Net cash provided by operating activites,-,1567460,2545556,3365630
Investments in property plant and equipment,-,-2422023,-2700890,-1499141
Other investing activites,-,-1164533,-433362,-468312
Net cash used for investing activites,-,-3586556,-3134252,-1967453
Net change in cash,-,-4091249,2872423,41312
Cash at beginning of period,-,6381757,3509334,3468021
Cash at end of period,-,2290507,6381757,3509334
Operating Cash Flow,-,1567460,2545556,3365630
Capital Expenditure,-,-2422023,-2700890,-1499141
Free Cash Flow,-,-854563,-155334,1866489
