Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,315988,294872,103788,156079
Depreciation & amortization,-,451474,452457,405317
Change in working capital,-,-265780,-7890,-22064
Inventory,-,-52913,51334,-37892
Other working capital,-,-1700106,309050,491536
Other non-cash items,-,120241,113874,347210
Net cash provided by operating activites,-,375151,559135,528592
Investments in property plant and equipment,-,-2075257,-250085,-37056
Purchases of investments,-,-,-,-600000
Sales/Maturities of investments,-,152145,134634,862781
Other investing activites,-,31297,2,118045
Net cash used for investing activites,-,-1796948,-86777,343770
Net change in cash,-,-52035,108873,981148
Cash at beginning of period,-,1777319,1668446,687297
Cash at end of period,-,1725283,1777319,1668446
Operating Cash Flow,-,375151,559135,528592
Capital Expenditure,-,-2075257,-250085,-37056
Free Cash Flow,-,-1700106,309050,491536
