Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1359387,438331,-454702,50829
Depreciation & amortization,-,534760,473928,384759
Change in working capital,-,-1141198,417115,9235
Inventory,-,-576509,-397012,577895
Other working capital,-,-311959,148044,829873
Other non-cash items,-,-12196,135267,83577
Net cash provided by operating activites,-,125765,487702,1135656
Investments in property plant and equipment,-,-437724,-339658,-305783
Purchases of investments,-,-7036,-6212,-95229
Sales/Maturities of investments,-,57,6449,110
Other investing activites,-,-7919,-3859,-15971
Net cash used for investing activites,-,-452433,-326056,-386893
Net change in cash,-,685387,-19531,709235
Cash at beginning of period,-,1483655,1503186,793950
Cash at end of period,-,2169042,1483655,1503186
Operating Cash Flow,-,125765,487702,1135656
Capital Expenditure,-,-437724,-339658,-305783
Free Cash Flow,-,-311959,148044,829873
