Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,7131000,7131000,7636000,8319000,6417000
Depreciation & amortization,2000,2000,1000,2000,1000
Change in working capital,-20000,-20000,1460000,-141000,771000
Other working capital,1849000,1849000,2554000,1113000,726000
Other non-cash items,-1320000,-1320000,-1543000,-1600000,-1538000
Net cash provided by operating activites,1849000,1849000,2555000,1113000,726000
Investments in property plant and equipment,-,-,-1000,-,-
Acquisitions net,-306000,-306000,-1380000,-4133000,-5215000
Purchases of investments,-1637000,-1637000,-4797000,-,-
Sales/Maturities of investments,-,-,850000,-,0
Other investing activites,-,-,-,45648000,-44471000
Net cash used for investing activites,2137000,2137000,584000,42893000,-45848000
Net change in cash,-1992000,-1992000,-19346000,9346000,-50927000
Cash at beginning of period,5229000,5229000,24557000,15212000,66097000
Cash at end of period,3239000,3239000,5229000,24557000,15212000
Operating Cash Flow,1849000,1849000,2555000,1113000,726000
Capital Expenditure,-,-,-1000,-,-
Free Cash Flow,1849000,1849000,2554000,1113000,726000
