Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1956809000,1964467000,1956255000
Liabilities,,,
Total Liabilities,1843495000,1855366000,1848559000
Stockholders' Equity,,,
Common Stock,31844000,31844000,31844000
Retained Earnings,32366000,29751000,27551000
Total stockholders' equity,113314000,109101000,107696000
Total liabilities and stockholders' equity,1956809000,1964467000,1956255000
