Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,112209,112209,107403,92025,80048
Interest Expense,13578,13578,9244,5223,3323
Income Before Tax,47718,47718,39584,33179,26367
Income Tax Expense,11757,11757,9907,13640,8800
Income from Continuing Operations,35961,35961,29677,19539,17567
Net Income,35961,35961,29677,19539,17567
Net Income available to common shareholders,35961,35961,29677,19539,17567
Basic EPS,-,-,1.94,1.38,1.30
Diluted EPS,-,-,1.92,1.36,1.29
Basic Average Shares,-,-,15262,14172,13530
Diluted Average Shares,-,-,15432,14358,13652
