Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,2451665,2470862,2224446,1989522
Liabilities,,,,
Total Liabilities,2012613,2026553,1808796,1577759
Stockholders' Equity,,,,
Common Stock,446043,438289,421717,417850
Retained Earnings,-26372,-9274,-15648,-12344
Accumulated other comprehensive income,19381,15294,9581,6257
Total stockholders' equity,439052,444309,415650,411763
Total liabilities and stockholders' equity,2451665,2470862,2224446,1989522
