Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7094000,6921000,6738000,6469000
Depreciation & amortization,-,2210000,2157000,2116000
Change in working capital,-,530000,-2540000,-2619000
Inventory,-,739000,-584000,-289000
Other working capital,-,6991000,5985000,7312000
Other non-cash items,-,-314000,932000,618000
Net cash provided by operating activites,-,8558000,7574000,8635000
Investments in property plant and equipment,-,-1567000,-1589000,-1323000
Acquisitions net,-,-16000,-11000,-186000
Sales/Maturities of investments,-,0,0,-
Other investing activites,-,-525000,-479000,-395000
Net cash used for investing activites,-,-2108000,-2079000,-1904000
Net change in cash,-,3538000,2807000,1924000
Cash at beginning of period,-,7821000,5013000,3088000
Cash at end of period,-,11360000,7821000,5013000
Operating Cash Flow,-,8558000,7574000,8635000
Capital Expenditure,-,-1567000,-1589000,-1323000
Free Cash Flow,-,6991000,5985000,7312000
